AccountName,PageRank
jpborsos,0.000178571808505
7heCanMan_,0.000178536423523
TylerRichardett,0.000178392605842
raghoonandh,0.000178335714018
SpreadexSport,0.000178011777751
scotty779,0.000177235868123
SanderFMC,0.000177222698655
_FPLMindset,0.000177031545371
thestatszone,0.000176869916443
tomfenley,0.000176716346508
ParryMalm,0.00017666104439
OneShortCorner,0.000176476977841
SignalityAI,0.000176473098389
cacollinson,0.000176468540073
redrobbery,0.000176407951921
markclare1992,0.00017640084911
dbright_14,0.000176202527144
FPL_Commentator,0.00017591838469
Huapis,0.000175729435595
FPL_Kid,0.000175638543339
clockend_talk,0.00017546912445
aej11x,0.000174678840804
FPL_GOAT,0.000174537806039
RuiMarcelino4,0.00017406902119
TeamTalkFrimps,0.00017337773057
Hxldinho,0.000173321308129
JohnMcManus06,0.000173301511719
AlexWylie,0.00017329538498
AdamDatasmith,0.000172951966085
biteschoco,0.000172561947204
Goonermatt1886,0.000171904115335
___knighty,0.000171784780696
djtsumpter,0.000171671608464
FPLHAL,0.000171615420164
drilytics,0.00017122787486
thespursscout,0.000170977714269
MCRumpf,0.000170941102696
alexvoetbalt,0.000170186840739
Afcpmg,0.000170050427442
AntMcfc__,0.000169758096073
BLarrousse,0.000169734770984
fussballquant,0.000169370628422
AFCfansHQ,0.000169205745156
balbezit,0.000169177567277
FPLfootballpoll,0.000168380942174
amftbl,0.000167831784623
thesoccerswell,0.000167572772025
Soccerstarzltd,0.000167468324535
MaxOdenheimer,0.000167394296566
jaron_michal,0.000167193553926
YusufsTeam,0.000166876737801
FPLJesus,0.000166839782203
piratenkoekjes,0.000166022890868
GloballCoach,0.000165975984758
rtidbdtr,0.00016594862784
JustOffsidePod,0.000165814681184
ScoutMates,0.00016554119634
Otis_Nelson,0.000165535871257
TRKingston,0.000165460037164
FutBoViz,0.000165220640032
YousseFares,0.00016516771441
sasank777,0.000165112349368
fpl_analysis,0.000165076877324
LindePer,0.00016493719262
FootyNumb3rs,0.000164846983859
J1tokei,0.000164571871743
XGEEFAX,0.000164240294278
FPL_Review,0.000163931434024
HighburyN5_93,0.000163599020129
FPLTracker,0.000163056922821
ElTelFPL,0.000163006368251
FussballJames,0.000162739048379
unarsezer,0.000162378901514
SuperleagueEu,0.000162252073556
DerFussbalI,0.000162234726521
TheArsenalChris,0.000161952534304
Moneyball_FPL,0.000161905774065
TMFootyFinance,0.000161844713331
PeterTFootball,0.000161321174337
eddwebster,0.000160790971306
ContextIsKing9,0.000160199868199
joeferrelly,0.000159605232868
bartschotten,0.000159345612972
GedMoor,0.000159004618072
kbalt17,0.000158994949889
GeniusSports,0.000158688276105
JackFrenchFPL,0.000158491868277
vstolbunov,0.000158197585982
bill_gerrard_,0.000158075181626
tijsrokers,0.000157940144183
james_a_leonard,0.000157654095378
CoachCostin,0.00015744778873
ArsenalTSN,0.000157401950189
cl_ftbl,0.000157089456337
mvrray,0.000157011236746
Rollan__,0.000156547808628
fpl_radar,0.000156439225111
albrookshawAFC,0.000156437542888
dougiewright27,0.000155904946027
49ShadesOfAFC,0.000155825549856
PDtwbx,0.000155782337985
GreedyGooner,0.000155727639765
torebjorheim,0.000155647344139
DavidMcDou,0.00015562046427
fran_goitia_,0.000155541511811
FOverlord,0.000155473389056
Gunnerball66,0.000155404244869
centralwinger,0.00015531439134
XaviGuila,0.000155283770058
OptaJaya,0.0001552406527
youreplayingit1,0.000154887386297
allfpltips,0.000154534468808
LRitmeester,0.00015453239997
Transfers,0.000154420568118
RobRedmond10,0.000154382404289
Pricey_L,0.000154376429367
mihail_v,0.000154101041398
CardinalsViz,0.000154079605153
PTR_NFL,0.000154079605153
RonArsenalFC,0.000153871522565
plan_of_t,0.000153812815583
sid_fury,0.000153619988001
NDK_Sports,0.000153461821263
Iouis82,0.000153370891976
afclucyyy,0.000153314268898
FootballerWikis,0.000153200218441
FindingCotton,0.000153134416004
JordanSadler_,0.00015283056439
arsenaloaccount,0.00015283056439
OrionTactics,0.00015283056439
8sunridge,0.00015283056439
SquadGuru,0.00015283056439
PowerBIguy,0.00015283056439
AnalyticsFF,0.00015283056439
thegooooo,0.00015283056439
ed_analysis,0.00015283056439
fpl_Miguel,0.00015283056439
billybutton1,0.00015283056439
VerySharpy,0.00015283056439
talsc_,0.00015283056439
bhavya_1411,0.00015283056439
comicalklopp,0.00015283056439
AydanAzzar,0.00015283056439
JGarciaValera,0.00015283056439
ChrisPezPerry,0.00015283056439
JonOrbach,0.00015283056439
tcarsenal,0.00015283056439
QSAOqueens,0.00015283056439
rawanimalfoods,0.00015283056439
EliteAuba,0.00015283056439
GlobPlayerIndex,0.00015283056439
